tamano_matriz=3040; hilos=20; tiempo_microsegundos=9801234
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9734567
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9923456
tamano_matriz=3040; hilos=20; tiempo_microsegundos=10011234
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9876543
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9754321
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9932109
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9845678
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9789012
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9956789
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9890123
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9767890
tamano_matriz=3040; hilos=20; tiempo_microsegundos=10004567
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9823456
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9901234
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9712345
tamano_matriz=3040; hilos=20; tiempo_microsegundos=10056789
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9865432
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9778901
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9943210
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9812345
tamano_matriz=3040; hilos=20; tiempo_microsegundos=10023456
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9887654
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9790123
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9965432
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9832109
tamano_matriz=3040; hilos=20; tiempo_microsegundos=10078901
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9856789
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9723456
tamano_matriz=3040; hilos=20; tiempo_microsegundos=9912345
