tamano_matriz=5040; hilos=4; tiempo_microsegundos=284321987
tamano_matriz=5040; hilos=4; tiempo_microsegundos=286112345
tamano_matriz=5040; hilos=4; tiempo_microsegundos=283998765
tamano_matriz=5040; hilos=4; tiempo_microsegundos=285556001
tamano_matriz=5040; hilos=4; tiempo_microsegundos=284789234
tamano_matriz=5040; hilos=4; tiempo_microsegundos=286001789
tamano_matriz=5040; hilos=4; tiempo_microsegundos=285223456
tamano_matriz=5040; hilos=4; tiempo_microsegundos=284667890
tamano_matriz=5040; hilos=4; tiempo_microsegundos=285778901
tamano_matriz=5040; hilos=4; tiempo_microsegundos=283889012
tamano_matriz=5040; hilos=4; tiempo_microsegundos=285990345
tamano_matriz=5040; hilos=4; tiempo_microsegundos=286223109
tamano_matriz=5040; hilos=4; tiempo_microsegundos=284110567
tamano_matriz=5040; hilos=4; tiempo_microsegundos=285445678
tamano_matriz=5040; hilos=4; tiempo_microsegundos=284556789
tamano_matriz=5040; hilos=4; tiempo_microsegundos=286334890
tamano_matriz=5040; hilos=4; tiempo_microsegundos=285012345
tamano_matriz=5040; hilos=4; tiempo_microsegundos=284901234
tamano_matriz=5040; hilos=4; tiempo_microsegundos=285678901
tamano_matriz=5040; hilos=4; tiempo_microsegundos=284345678
tamano_matriz=5040; hilos=4; tiempo_microsegundos=286112233
tamano_matriz=5040; hilos=4; tiempo_microsegundos=285334455
tamano_matriz=5040; hilos=4; tiempo_microsegundos=284778899
tamano_matriz=5040; hilos=4; tiempo_microsegundos=285889001
tamano_matriz=5040; hilos=4; tiempo_microsegundos=284667001
tamano_matriz=5040; hilos=4; tiempo_microsegundos=285223001
tamano_matriz=5040; hilos=4; tiempo_microsegundos=286001001
tamano_matriz=5040; hilos=4; tiempo_microsegundos=284556001
tamano_matriz=5040; hilos=4; tiempo_microsegundos=285445001
tamano_matriz=5040; hilos=4; tiempo_microsegundos=285778001
