tamano_matriz=1040; hilos=1; tiempo_microsegundos=1741732
tamano_matriz=1040; hilos=1; tiempo_microsegundos=1853091
tamano_matriz=1040; hilos=1; tiempo_microsegundos=1770742
tamano_matriz=1040; hilos=1; tiempo_microsegundos=2001470
tamano_matriz=1040; hilos=1; tiempo_microsegundos=2688531
tamano_matriz=1040; hilos=1; tiempo_microsegundos=2436847
tamano_matriz=1040; hilos=1; tiempo_microsegundos=2115113
tamano_matriz=1040; hilos=1; tiempo_microsegundos=2065818
tamano_matriz=1040; hilos=1; tiempo_microsegundos=2421730
tamano_matriz=1040; hilos=1; tiempo_microsegundos=1962428
tamano_matriz=1040; hilos=1; tiempo_microsegundos=1754941
tamano_matriz=1040; hilos=1; tiempo_microsegundos=1779779
tamano_matriz=1040; hilos=1; tiempo_microsegundos=1768694
tamano_matriz=1040; hilos=1; tiempo_microsegundos=1790726
tamano_matriz=1040; hilos=1; tiempo_microsegundos=1789104
tamano_matriz=1040; hilos=1; tiempo_microsegundos=1768458
tamano_matriz=1040; hilos=1; tiempo_microsegundos=1757452
tamano_matriz=1040; hilos=1; tiempo_microsegundos=1749407
tamano_matriz=1040; hilos=1; tiempo_microsegundos=1760385
tamano_matriz=1040; hilos=1; tiempo_microsegundos=1766101
tamano_matriz=1040; hilos=1; tiempo_microsegundos=1791165
tamano_matriz=1040; hilos=1; tiempo_microsegundos=1804018
tamano_matriz=1040; hilos=1; tiempo_microsegundos=1788032
tamano_matriz=1040; hilos=1; tiempo_microsegundos=1767395
tamano_matriz=1040; hilos=1; tiempo_microsegundos=1801995
tamano_matriz=1040; hilos=1; tiempo_microsegundos=1783871
tamano_matriz=1040; hilos=1; tiempo_microsegundos=1818651
tamano_matriz=1040; hilos=1; tiempo_microsegundos=1812657
tamano_matriz=1040; hilos=1; tiempo_microsegundos=1766832
tamano_matriz=1040; hilos=1; tiempo_microsegundos=1805068
